132 132 5
	6.289062500000000e-01	7.812500000000000e-03
	6.367187500000000e-01	7.812500000000000e-03
	6.445312500000000e-01	7.812500000000000e-03
	6.523437500000000e-01	7.812500000000000e-03
	6.601562500000000e-01	7.812500000000000e-03
	6.679687500000000e-01	7.812500000000000e-03
	6.757812500000000e-01	7.812500000000000e-03
	6.835937500000000e-01	7.812500000000000e-03
	6.914062500000000e-01	7.812500000000000e-03
	6.992187500000000e-01	7.812500000000000e-03
	7.070312500000000e-01	7.812500000000000e-03
	7.148437500000000e-01	7.812500000000000e-03
	7.226562500000000e-01	7.812500000000000e-03
	7.304687500000000e-01	7.812500000000000e-03
	7.382812500000000e-01	7.812500000000000e-03
	7.460937500000000e-01	7.812500000000000e-03
	7.539062500000000e-01	7.812500000000000e-03
	7.617187500000000e-01	7.812500000000000e-03
	7.695312500000000e-01	7.812500000000000e-03
	7.773437500000000e-01	7.812500000000000e-03
	7.851562500000000e-01	7.812500000000000e-03
	7.929687500000000e-01	7.812500000000000e-03
	8.007812500000000e-01	7.812500000000000e-03
	8.085937500000000e-01	7.812500000000000e-03
	8.164062500000000e-01	7.812500000000000e-03
	8.242187500000000e-01	7.812500000000000e-03
	8.320312500000000e-01	7.812500000000000e-03
	8.398437500000000e-01	7.812500000000000e-03
	8.476562500000000e-01	7.812500000000000e-03
	8.554687500000000e-01	7.812500000000000e-03
	8.632812500000000e-01	7.812500000000000e-03
	8.710937500000000e-01	7.812500000000000e-03
	8.789062500000000e-01	7.812500000000000e-03
	8.867187500000000e-01	7.812500000000000e-03
	8.945312500000000e-01	7.812500000000000e-03
	9.023437500000000e-01	7.812500000000000e-03
	9.101562500000000e-01	7.812500000000000e-03
	9.179687500000000e-01	7.812500000000000e-03
	9.257812500000000e-01	7.812500000000000e-03
	9.335937500000000e-01	7.812500000000000e-03
	9.414062500000000e-01	7.812500000000000e-03
	9.492187500000000e-01	7.812500000000000e-03
	9.570312500000000e-01	7.812500000000000e-03
	9.648437500000000e-01	7.812500000000000e-03
	9.726562500000000e-01	7.812500000000000e-03
	9.804687500000000e-01	7.812500000000000e-03
	9.882812500000000e-01	7.812500000000000e-03
	9.960937500000000e-01	7.812500000000000e-03
	1.003906250000000e+00	7.812500000000000e-03
	1.011718750000000e+00	7.812500000000000e-03
	-1.171875000000000e-02	7.812500000000000e-03
	-3.906250000000000e-03	7.812500000000000e-03
	3.906250000000000e-03	7.812500000000000e-03
	1.171875000000000e-02	7.812500000000000e-03
	1.953125000000000e-02	7.812500000000000e-03
	2.734375000000000e-02	7.812500000000000e-03
	3.515625000000000e-02	7.812500000000000e-03
	4.296875000000000e-02	7.812500000000000e-03
	5.078125000000000e-02	7.812500000000000e-03
	5.859375000000000e-02	7.812500000000000e-03
	6.640625000000000e-02	7.812500000000000e-03
	7.421875000000000e-02	7.812500000000000e-03
	8.203125000000000e-02	7.812500000000000e-03
	8.984375000000000e-02	7.812500000000000e-03
	9.765625000000000e-02	7.812500000000000e-03
	1.054687500000000e-01	7.812500000000000e-03
	1.132812500000000e-01	7.812500000000000e-03
	1.210937500000000e-01	7.812500000000000e-03
	1.289062500000000e-01	7.812500000000000e-03
	1.367187500000000e-01	7.812500000000000e-03
	1.445312500000000e-01	7.812500000000000e-03
	1.523437500000000e-01	7.812500000000000e-03
	1.601562500000000e-01	7.812500000000000e-03
	1.679687500000000e-01	7.812500000000000e-03
	1.757812500000000e-01	7.812500000000000e-03
	1.835937500000000e-01	7.812500000000000e-03
	1.914062500000000e-01	7.812500000000000e-03
	1.992187500000000e-01	7.812500000000000e-03
	2.070312500000000e-01	7.812500000000000e-03
	2.148437500000000e-01	7.812500000000000e-03
	2.226562500000000e-01	7.812500000000000e-03
	2.304687500000000e-01	7.812500000000000e-03
	2.382812500000000e-01	7.812500000000000e-03
	2.460937500000000e-01	7.812500000000000e-03
	2.539062500000000e-01	7.812500000000000e-03
	2.617187500000000e-01	7.812500000000000e-03
	2.695312500000000e-01	7.812500000000000e-03
	2.773437500000000e-01	7.812500000000000e-03
	2.851562500000000e-01	7.812500000000000e-03
	2.929687500000000e-01	7.812500000000000e-03
	3.007812500000000e-01	7.812500000000000e-03
	3.085937500000000e-01	7.812500000000000e-03
	3.164062500000000e-01	7.812500000000000e-03
	3.242187500000000e-01	7.812500000000000e-03
	3.320312500000000e-01	7.812500000000000e-03
	3.398437500000000e-01	7.812500000000000e-03
	3.476562500000000e-01	7.812500000000000e-03
	3.554687500000000e-01	7.812500000000000e-03
	3.632812500000000e-01	7.812500000000000e-03
	3.710937500000000e-01	7.812500000000000e-03
	3.789062500000000e-01	7.812500000000000e-03
	3.867187500000000e-01	7.812500000000000e-03
	3.945312500000000e-01	7.812500000000000e-03
	4.023437500000000e-01	7.812500000000000e-03
	4.101562500000000e-01	7.812500000000000e-03
	4.179687500000000e-01	7.812500000000000e-03
	4.257812500000000e-01	7.812500000000000e-03
	4.335937500000000e-01	7.812500000000000e-03
	4.414062500000000e-01	7.812500000000000e-03
	4.492187500000000e-01	7.812500000000000e-03
	4.570312500000000e-01	7.812500000000000e-03
	4.648437500000000e-01	7.812500000000000e-03
	4.726562500000000e-01	7.812500000000000e-03
	4.804687500000000e-01	7.812500000000000e-03
	4.882812500000000e-01	7.812500000000000e-03
	4.960937500000000e-01	7.812500000000000e-03
	5.039062500000000e-01	7.812500000000000e-03
	5.117187500000000e-01	7.812500000000000e-03
	5.195312500000000e-01	7.812500000000000e-03
	5.273437500000000e-01	7.812500000000000e-03
	5.351562500000000e-01	7.812500000000000e-03
	5.429687500000000e-01	7.812500000000000e-03
	5.507812500000000e-01	7.812500000000000e-03
	5.585937500000000e-01	7.812500000000000e-03
	5.664062500000000e-01	7.812500000000000e-03
	5.742187500000000e-01	7.812500000000000e-03
	5.820312500000000e-01	7.812500000000000e-03
	5.898437500000000e-01	7.812500000000000e-03
	5.976562500000000e-01	7.812500000000000e-03
	6.054687500000000e-01	7.812500000000000e-03
	6.132812500000000e-01	7.812500000000000e-03
	6.210937500000000e-01	7.812500000000000e-03
	6.289062500000000e-01	7.812500000000000e-03
	6.367187500000000e-01	7.812500000000000e-03
	6.445312500000000e-01	7.812500000000000e-03
	6.523437500000000e-01	7.812500000000000e-03
	6.601562500000000e-01	7.812500000000000e-03
	6.679687500000000e-01	7.812500000000000e-03
	6.757812500000000e-01	7.812500000000000e-03
	6.835937500000000e-01	7.812500000000000e-03
	6.914062500000000e-01	7.812500000000000e-03
	6.992187500000000e-01	7.812500000000000e-03
	7.070312500000000e-01	7.812500000000000e-03
	7.148437500000000e-01	7.812500000000000e-03
	7.226562500000000e-01	7.812500000000000e-03
	7.304687500000000e-01	7.812500000000000e-03
	7.382812500000000e-01	7.812500000000000e-03
	7.460937500000000e-01	7.812500000000000e-03
	7.539062500000000e-01	7.812500000000000e-03
	7.617187500000000e-01	7.812500000000000e-03
	7.695312500000000e-01	7.812500000000000e-03
	7.773437500000000e-01	7.812500000000000e-03
	7.851562500000000e-01	7.812500000000000e-03
	7.929687500000000e-01	7.812500000000000e-03
	8.007812500000000e-01	7.812500000000000e-03
	8.085937500000000e-01	7.812500000000000e-03
	8.164062500000000e-01	7.812500000000000e-03
	8.242187500000000e-01	7.812500000000000e-03
	8.320312500000000e-01	7.812500000000000e-03
	8.398437500000000e-01	7.812500000000000e-03
	8.476562500000000e-01	7.812500000000000e-03
	8.554687500000000e-01	7.812500000000000e-03
	8.632812500000000e-01	7.812500000000000e-03
	8.710937500000000e-01	7.812500000000000e-03
	8.789062500000000e-01	7.812500000000000e-03
	8.867187500000000e-01	7.812500000000000e-03
	8.945312500000000e-01	7.812500000000000e-03
	9.023437500000000e-01	7.812500000000000e-03
	9.101562500000000e-01	7.812500000000000e-03
	9.179687500000000e-01	7.812500000000000e-03
	9.257812500000000e-01	7.812500000000000e-03
	9.335937500000000e-01	7.812500000000000e-03
	9.414062500000000e-01	7.812500000000000e-03
	9.492187500000000e-01	7.812500000000000e-03
	9.570312500000000e-01	7.812500000000000e-03
	9.648437500000000e-01	7.812500000000000e-03
	9.726562500000000e-01	7.812500000000000e-03
	9.804687500000000e-01	7.812500000000000e-03
	9.882812500000000e-01	7.812500000000000e-03
	9.960937500000000e-01	7.812500000000000e-03
	1.003906250000000e+00	7.812500000000000e-03
	1.011718750000000e+00	7.812500000000000e-03
	-1.500000000000000e-02	1.000000000000000e-02
	-5.000000000000000e-03	1.000000000000000e-02
	5.000000000000000e-03	1.000000000000000e-02
	1.500000000000000e-02	1.000000000000000e-02
	2.500000000000000e-02	1.000000000000000e-02
